"1","4169","167","667","500"
"2","2745","110","439","329"
"3","2133","128","341","213"
"4","4092","737","655","-82"
"5","1312","262","210","-52"
"6","2484","149","397","248"
"7","2152","172","344","172"
"8","4181","836","669","-167"
"9","1344","54","215","161"
"10","3502","210","560","350"
"11","1160","162","186","24"
"12","5000","600","800","200"
"13","2429","243","389","146"
"14","4879","683","781","98"
"15","4285","343","686","343"
"16","2633","263","421","158"
"17","4944","890","791","-99"
"18","5000","300","800","500"
"19","3913","626","626","0"
"20","1116","201","179","-22"
"21","3055","611","489","-122"
"22","1358","163","217","54"
"23","1831","366","293","-73"
"24","1525","244","244","0"
"25","3837","153","614","461"
"26","2779","389","445","56"
"27","4762","190","762","572"
"28","2693","108","431","323"
"29","2766","111","443","332"
"30","1193","48","191","143"
"31","3364","269","538","269"
"32","3127","250","500","250"
"33","1636","65","262","197"
"34","3706","296","593","297"
"35","2599","156","416","260"
"36","3663","293","586","293"
"37","4854","97","777","680"
"38","4597","827","736","-91"
"39","3272","654","524","-130"
"40","2368","142","379","237"
"41","2248","135","360","225"
"42","4064","732","650","-82"
"43","1943","311","311","0"
"44","1636","229","262","33"
"45","1081","216","173","-43"
"46","3032","182","485","303"
"47","3430","343","549","206"
"48","3616","434","579","145"
"49","3813","76","610","534"
"50","1958","117","313","196"
"51","3538","283","566","283"
"52","4214","590","674","84"
"53","4498","900","720","-180"
"54","2679","107","429","322"
"55","1385","83","222","139"
"56","2647","212","424","212"
"57","4764","95","762","667"
"58","2042","204","327","123"
"59","3651","219","584","365"
"60","3619","651","579","-72"
"61","3126","125","500","375"
"62","4143","829","663","-166"
"63","1164","23","186","163"
"64","2941","529","471","-58"
"65","4913","688","786","98"
"66","3363","67","538","471"
"67","1672","201","268","67"
"68","2811","56","450","394"
"69","1109","133","177","44"
"70","1047","126","168","42"
"71","4961","595","794","199"
"72","2068","290","331","41"
"73","4060","568","650","82"
"74","2472","396","396","0"
"75","4291","257","687","430"
"76","3644","729","583","-146"
"77","2830","113","453","340"
"78","3576","286","572","286"
"79","3462","138","554","416"
"80","2932","59","469","410"
"81","3792","607","607","0"
"82","3735","149","598","449"
"83","3096","124","495","371"
"84","1222","122","196","74"
"85","2333","420","373","-47"
"86","3812","381","610","229"
"87","4404","352","705","353"
"88","4649","837","744","-93"
"89","2765","498","442","-56"
"90","4226","507","676","169"
"91","4205","168","673","505"
"92","1204","169","193","24"
"93","4839","871","774","-97"
"94","1044","42","167","125"
"95","4707","188","753","565"
"96","4992","899","799","-100"
"97","2896","116","463","347"
"98","1840","74","294","220"
"99","2838","568","454","-114"
"100","4156","332","665","333"
"101","2819","395","451","56"
"102","2241","224","359","135"
"103","4935","987","790","-197"
"104","2898","290","464","174"
"105","1532","92","245","153"
"106","1177","47","188","141"
"107","4277","257","684","427"
"108","2359","236","377","141"
"109","1224","122","196","74"
"110","1082","195","173","-22"
"111","1565","63","250","187"
"112","4213","674","674","0"
"113","4102","574","656","82"
"114","1074","21","172","151"
"115","3126","63","500","437"
"116","1869","112","299","187"
"117","3575","429","572","143"
"118","1398","280","224","-56"
"119","2843","227","455","228"
"120","4175","668","668","0"
"121","1925","347","308","-39"
"122","4505","451","721","270"
"123","4972","994","796","-198"
"124","4997","800","800","0"
"125","4228","507","676","169"
"126","1551","310","248","-62"
"127","1959","353","313","-40"
"128","3834","153","613","460"
"129","2066","83","331","248"
"130","3398","476","544","68"
"131","4638","557","742","185"
"132","4274","85","684","599"
"133","3361","538","538","0"
"134","2150","43","344","301"
"135","4891","489","783","294"
"136","4008","240","641","401"
"137","4237","593","678","85"
"138","2828","170","452","282"
"139","3304","396","529","133"
"140","2070","248","331","83"
"141","3630","508","581","73"
"142","4131","413","661","248"
"143","4547","182","728","546"
"144","3406","477","545","68"
"145","3830","613","613","0"
"146","4734","189","757","568"
"147","2731","492","437","-55"
"148","2062","247","330","83"
"149","3422","479","548","69"
"150","4504","540","721","181"
"151","2204","88","353","265"
"152","3352","603","536","-67"
"153","3174","571","508","-63"
"154","3373","67","540","473"
"155","4074","815","652","-163"
"156","3244","519","519","0"
"157","1957","157","313","156"
"158","4302","602","688","86"
"159","2866","344","459","115"
"160","2782","501","445","-56"
"161","2950","413","472","59"
"162","4117","247","659","412"
"163","2115","296","338","42"
"164","3793","683","607","-76"
"165","4398","440","704","264"
"166","4277","770","684","-86"
"167","4101","738","656","-82"
"168","2045","123","327","204"
"169","2882","403","461","58"
"170","2098","252","336","84"
"171","2856","114","457","343"
"172","3267","457","523","66"
"173","2500","200","400","200"
"174","1243","224","199","-25"
"175","3983","80","637","557"
"176","1042","83","167","84"
"177","4138","248","662","414"
"178","3762","602","602","0"
"179","4648","837","744","-93"
"180","2040","286","326","40"
"181","2430","389","389","0"
"182","2045","205","327","122"
"183","2784","445","445","0"
"184","1097","66","176","110"
"185","4835","774","774","0"
"186","3824","229","612","383"
"187","3241","65","519","454"
"188","4711","377","754","377"
"189","2928","176","468","292"
"190","1771","35","283","248"
"191","1131","113","181","68"
"192","4416","353","707","354"
"193","1060","212","170","-42"
"194","3705","667","593","-74"
"195","3378","135","540","405"
"196","3874","232","620","388"
"197","1838","294","294","0"
"198","1382","249","221","-28"
"199","4021","322","643","321"
"200","3863","695","618","-77"
"201","2024","243","324","81"
"202","4273","769","684","-85"
"203","4586","459","734","275"
"204","3951","79","632","553"
"205","2473","297","396","99"
"206","4875","780","780","0"
"207","4307","345","689","344"
"208","4836","580","774","194"
"209","3793","455","607","152"
"210","1816","291","291","0"
"211","2266","363","363","0"
"212","2337","93","374","281"
"213","3419","479","547","68"
"214","1049","63","168","105"
"215","4300","430","688","258"
"216","4636","93","742","649"
"217","2673","481","428","-53"
"218","1493","269","239","-30"
"219","4681","187","749","562"
"220","3927","79","628","549"
"221","4371","437","699","262"
"222","3416","205","547","342"
"223","4785","957","766","-191"
"224","3066","245","491","246"
"225","1457","117","233","116"
"226","2424","388","388","0"
"227","4952","693","792","99"
"228","4330","260","693","433"
"229","1152","23","184","161"
"230","1849","333","296","-37"
"231","4543","182","727","545"
"232","3246","195","519","324"
"233","2344","94","375","281"
"234","4667","187","747","560"
"235","4716","566","755","189"
"236","2406","289","385","96"
"237","1572","220","252","32"
"238","4628","926","740","-186"
"239","2844","284","455","171"
"240","4528","91","724","633"
"241","2926","410","468","58"
"242","1891","38","303","265"
"243","2436","244","390","146"
"244","2051","164","328","164"
"245","2243","359","359","0"
"246","4527","272","724","452"
"247","2766","332","443","111"
"248","2458","197","393","196"
"249","1014","183","162","-21"
"250","3313","265","530","265"
"251","3546","638","567","-71"
"252","2772","499","444","-55"
"253","3083","555","493","-62"
"254","2467","395","395","0"
"255","2207","44","353","309"
"256","3325","399","532","133"
"257","1483","208","237","29"
"258","2033","41","325","284"
"259","3254","586","521","-65"
"260","4751","95","760","665"
"261","4897","294","784","490"
"262","2109","337","337","0"
"263","1004","40","161","121"
"264","1138","68","182","114"
"265","1102","88","176","88"
"266","1346","54","215","161"
"267","1075","129","172","43"
"268","4062","569","650","81"
"269","2032","406","325","-81"
"270","1942","388","311","-77"
"271","1380","110","221","111"
"272","1125","135","180","45"
"273","4286","343","686","343"
"274","4564","548","730","182"
"275","4803","768","768","0"
"276","1747","280","280","0"
"277","4745","380","759","379"
"278","1446","145","231","86"
"279","3359","672","537","-135"
"280","2637","105","422","317"
"281","3094","371","495","124"
"282","3891","78","623","545"
"283","4712","283","754","471"
"284","2756","165","441","276"
"285","1203","144","192","48"
"286","1899","76","304","228"
"287","3690","221","590","369"
"288","4889","880","782","-98"
"289","1813","326","290","-36"
"290","4157","499","665","166"
"291","4935","790","790","0"
"292","3127","188","500","312"
"293","1438","288","230","-58"
"294","3025","424","484","60"
"295","2249","315","360","45"
"296","4739","95","758","663"
"297","1704","136","273","137"
"298","3413","68","546","478"
"299","1644","329","263","-66"
"300","3042","304","487","183"
"301","3925","314","628","314"
"302","1669","200","267","67"
"303","1941","388","311","-77"
"304","2354","141","377","236"
"305","2471","148","395","247"
"306","2612","52","418","366"
"307","4305","258","689","431"
"308","2798","392","448","56"
"309","4331","606","693","87"
"310","3455","553","553","0"
"311","2150","129","344","215"
"312","2903","58","464","406"
"313","4069","163","651","488"
"314","2948","118","472","354"
"315","3857","386","617","231"
"316","1216","243","195","-48"
"317","1546","216","247","31"
"318","4523","362","724","362"
"319","4178","418","668","250"
"320","4312","172","690","518"
"321","2375","285","380","95"
"322","1337","27","214","187"
"323","2144","257","343","86"
"324","3771","453","603","150"
"325","1666","333","267","-66"
"326","2918","350","467","117"
"327","4430","709","709","0"
"328","1324","26","212","186"
"329","1825","183","292","109"
"330","2430","49","389","340"
"331","1125","135","180","45"
"332","2350","141","376","235"
"333","1210","145","194","49"
"334","1694","203","271","68"
"335","4021","161","643","482"
"336","3201","640","512","-128"
"337","4182","418","669","251"
"338","4114","576","658","82"
"339","2896","58","463","405"
"340","3565","285","570","285"
"341","4646","186","743","557"
"342","1614","291","258","-33"
"343","3959","238","633","395"
"344","4118","165","659","494"
"345","3269","196","523","327"
"346","1481","30","237","207"
"347","4946","890","791","-99"
"348","1629","326","261","-65"
"349","4605","921","737","-184"
"350","3379","270","541","271"
"351","2827","226","452","226"
"352","2812","506","450","-56"
"353","1205","72","193","121"
"354","2706","325","433","108"
"355","2596","208","415","207"
"356","4499","270","720","450"
"357","4176","585","668","83"
"358","4408","176","705","529"
"359","3789","682","606","-76"
"360","3143","440","503","63"
"361","1178","236","188","-48"
"362","2292","413","367","-46"
"363","4797","672","768","96"
"364","1402","84","224","140"
"365","1992","239","319","80"
"366","2130","426","341","-85"
"367","3021","423","483","60"
"368","1760","352","282","-70"
"369","2718","272","435","163"
"370","2713","163","434","271"
"371","3642","146","583","437"
"372","4305","431","689","258"
"373","4352","261","696","435"
"374","4135","744","662","-82"
"375","1408","225","225","0"
"376","3609","217","577","360"
"377","3692","591","591","0"
"378","2920","467","467","0"
"379","3487","70","558","488"
"380","3689","443","590","147"
"381","4124","82","660","578"
"382","3589","287","574","287"
"383","2327","372","372","0"
"384","3978","557","636","79"
"385","4414","530","706","176"
"386","2397","144","384","240"
"387","4725","851","756","-95"
"388","4448","356","712","356"
"389","3314","66","530","464"
"390","4360","785","698","-87"
"391","4382","701","701","0"
"392","2102","210","336","126"
"393","1365","55","218","163"
"394","3426","274","548","274"
"395","2820","395","451","56"
"396","1660","332","266","-66"
"397","2236","358","358","0"
"398","4838","968","774","-194"
"399","2252","360","360","0"
"400","3704","593","593","0"
"401","4614","923","738","-185"
"402","4419","884","707","-177"
"403","4429","709","709","0"
"404","1498","180","240","60"
"405","1944","194","311","117"
"406","4859","292","777","485"
"407","3598","216","576","360"
"408","4373","175","700","525"
"409","1738","35","278","243"
"410","4720","755","755","0"
"411","1051","21","168","147"
"412","3165","63","506","443"
"413","1013","142","162","20"
"414","4264","682","682","0"
"415","4054","649","649","0"
"416","1909","153","305","152"
"417","3734","747","597","-150"
"418","2530","405","405","0"
"419","3957","317","633","316"
"420","3362","672","538","-134"
"421","3564","356","570","214"
"422","4337","87","694","607"
"423","2164","260","346","86"
"424","1805","217","289","72"
"425","4215","422","674","252"
"426","1869","224","299","75"
"427","4469","894","715","-179"
"428","4392","615","703","88"
"429","3647","73","584","511"
"430","1477","30","236","206"
"431","4335","780","694","-86"
"432","1273","153","204","51"
"433","1194","143","191","48"
"434","1688","169","270","101"
"435","1856","297","297","0"
"436","1110","155","178","23"
"437","2296","367","367","0"
"438","3407","204","545","341"
"439","4414","88","706","618"
"440","3208","257","513","256"
"441","3357","336","537","201"
"442","3710","594","594","0"
"443","3591","287","575","288"
"444","3556","284","569","285"
"445","3412","273","546","273"
"446","3154","315","505","190"
"447","3734","224","597","373"
"448","4406","705","705","0"
"449","3274","65","524","459"
"450","1806","217","289","72"
"451","1173","235","188","-47"
"452","2002","240","320","80"
"453","1260","176","202","26"
"454","4305","689","689","0"
"455","3015","482","482","0"
"456","3893","545","623","78"
"457","2537","203","406","203"
"458","2942","177","471","294"
"459","2636","369","422","53"
"460","4942","99","791","692"
"461","4364","436","698","262"
"462","4011","241","642","401"
"463","4855","777","777","0"
"464","1178","236","188","-48"
"465","1933","193","309","116"
"466","2813","338","450","112"
"467","3515","141","562","421"
"468","1768","318","283","-35"
"469","2004","321","321","0"
"470","1079","22","173","151"
"471","3922","392","628","236"
"472","2106","253","337","84"
"473","3054","61","489","428"
"474","3671","294","587","293"
"475","3439","550","550","0"
"476","1200","216","192","-24"
"477","4290","172","686","514"
"478","2433","438","389","-49"
"479","3454","276","553","277"
"480","2346","141","375","234"
"481","4489","718","718","0"
"482","4190","838","670","-168"
"483","2461","246","394","148"
"484","3169","254","507","253"
"485","2305","46","369","323"
"486","1121","90","179","89"
"487","2626","53","420","367"
"488","4934","493","789","296"
"489","1290","77","206","129"
"490","1918","307","307","0"
"491","4079","571","653","82"
"492","3139","188","502","314"
"493","1136","227","182","-45"
"494","2724","272","436","164"
"495","1423","171","228","57"
"496","3194","256","511","255"
"497","2113","423","338","-85"
"498","3974","238","636","398"
"499","2459","492","393","-99"
"500","4022","241","644","403"
"501","4465","714","714","0"
"502","2735","274","438","164"
"503","2890","520","462","-58"
"504","2169","304","347","43"
"505","4570","91","731","640"
"506","1892","303","303","0"
"507","2667","53","427","374"
"508","3334","600","533","-67"
"509","4122","330","660","330"
"510","4908","589","785","196"
"511","1705","136","273","137"
"512","2749","220","440","220"
"513","2465","345","394","49"
"514","1130","68","181","113"
"515","2516","453","403","-50"
"516","2114","423","338","-85"
"517","3786","227","606","379"
"518","4490","718","718","0"
"519","2882","58","461","403"
"520","2342","94","375","281"
"521","4921","591","787","196"
"522","4070","570","651","81"
"523","3970","635","635","0"
"524","3465","139","554","415"
"525","1196","120","191","71"
"526","4976","498","796","298"
"527","3329","333","533","200"
"528","4653","931","744","-187"
"529","2781","56","445","389"
"530","4863","778","778","0"
"531","2326","140","372","232"
"532","2700","378","432","54"
"533","4508","361","721","360"
"534","4333","520","693","173"
"535","4536","635","726","91"
"536","4829","676","773","97"
"537","1676","34","268","234"
"538","1236","247","198","-49"
"539","1283","128","205","77"
"540","3619","579","579","0"
"541","1289","77","206","129"
"542","1065","43","170","127"
"543","2566","308","411","103"
"544","2668","267","427","160"
"545","4526","905","724","-181"
"546","4533","544","725","181"
"547","4969","99","795","696"
"548","3801","684","608","-76"
"549","2684","268","429","161"
"550","1877","225","300","75"
"551","2501","200","400","200"
"552","3331","266","533","267"
"553","4178","84","668","584"
"554","4783","191","765","574"
"555","2883","404","461","57"
"556","1315","184","210","26"
"557","4298","258","688","430"
"558","4950","198","792","594"
"559","3641","364","583","219"
"560","4031","403","645","242"
"561","1764","318","282","-36"
"562","4461","803","714","-89"
"563","4748","475","760","285"
"564","1658","332","265","-67"
"565","2451","294","392","98"
"566","4684","94","749","655"
"567","1638","164","262","98"
"568","2436","97","390","293"
"569","4117","741","659","-82"
"570","4938","889","790","-99"
"571","2541","305","407","102"
"572","1965","236","314","78"
"573","3286","329","526","197"
"574","3609","144","577","433"
"575","4990","599","798","199"
"576","4664","933","746","-187"
"577","3809","381","609","228"
"578","1039","42","166","124"
"579","1992","159","319","160"
"580","2833","397","453","56"
"581","2506","50","401","351"
"582","4017","482","643","161"
"583","1572","252","252","0"
"584","2961","59","474","415"
"585","1296","233","207","-26"
"586","2806","505","449","-56"
"587","1052","84","168","84"
"588","1331","160","213","53"
"589","1763","247","282","35"
"590","4760","381","762","381"
"591","1885","189","302","113"
"592","2984","298","477","179"
"593","4547","728","728","0"
"594","1711","205","274","69"
"595","2663","373","426","53"
"596","4780","574","765","191"
"597","4287","429","686","257"
"598","3201","512","512","0"
"599","3331","400","533","133"
"600","4457","624","713","89"
"601","2995","599","479","-120"
"602","2804","505","449","-56"
"603","2199","176","352","176"
"604","4805","288","769","481"
"605","2691","431","431","0"
"606","2909","175","465","290"
"607","2522","404","404","0"
"608","2454","147","393","246"
"609","4631","741","741","0"
"610","3493","70","559","489"
"611","2804","224","449","225"
"612","4331","520","693","173"
"613","3909","469","625","156"
"614","1176","212","188","-24"
"615","2741","493","439","-54"
"616","3966","793","635","-158"
"617","1869","336","299","-37"
"618","1982","159","317","158"
"619","3061","367","490","123"
"620","2956","473","473","0"
"621","3720","521","595","74"
"622","2814","338","450","112"
"623","2120","170","339","169"
"624","4356","697","697","0"
"625","1971","355","315","-40"
"626","2899","58","464","406"
"627","4291","515","687","172"
"628","1364","55","218","163"
"629","4275","855","684","-171"
"630","1563","188","250","62"
"631","4817","867","771","-96"
"632","3254","586","521","-65"
"633","4240","763","678","-85"
"634","1365","164","218","54"
"635","3649","657","584","-73"
"636","3538","354","566","212"
"637","2971","59","475","416"
"638","3797","759","608","-151"
"639","1834","257","293","36"
"640","2357","377","377","0"
"641","3297","659","528","-131"
"642","3511","562","562","0"
"643","2570","411","411","0"
"644","3797","228","608","380"
"645","2016","282","323","41"
"646","3714","743","594","-149"
"647","3392","475","543","68"
"648","2012","322","322","0"
"649","4469","447","715","268"
"650","4455","535","713","178"
"651","2046","409","327","-82"
"652","2500","50","400","350"
"653","1376","28","220","192"
"654","3244","584","519","-65"
"655","4559","638","729","91"
"656","2470","395","395","0"
"657","1697","339","272","-67"
"658","1847","148","296","148"
"659","1730","173","277","104"
"660","1842","74","295","221"
"661","2120","339","339","0"
"662","4480","448","717","269"
"663","1735","139","278","139"
"664","4951","495","792","297"
"665","1028","103","164","61"
"666","1194","48","191","143"
"667","4025","403","644","241"
"668","3786","681","606","-75"
"669","1932","116","309","193"
"670","3816","382","611","229"
"671","3524","564","564","0"
"672","2047","123","328","205"
"673","1180","94","189","95"
"674","2146","86","343","257"
"675","1438","86","230","144"
"676","4083","408","653","245"
"677","4748","570","760","190"
"678","1942","350","311","-39"
"679","3727","745","596","-149"
"680","2370","47","379","332"
"681","2968","356","475","119"
"682","4066","732","651","-81"
"683","4438","266","710","444"
"684","3477","556","556","0"
"685","1763","71","282","211"
"686","3493","629","559","-70"
"687","2912","466","466","0"
"688","3715","743","594","-149"
"689","1631","98","261","163"
"690","3592","216","575","359"
"691","2989","538","478","-60"
"692","1466","59","235","176"
"693","1938","310","310","0"
"694","2396","288","383","95"
"695","1990","199","318","119"
"696","3895","390","623","233"
"697","2460","197","394","197"
"698","1790","251","286","35"
"699","3840","691","614","-77"
"700","3330","666","533","-133"
"701","2906","116","465","349"
"702","1411","85","226","141"
"703","1085","174","174","0"
"704","2636","474","422","-52"
"705","1722","138","276","138"
"706","4024","322","644","322"
"707","4771","286","763","477"
"708","4074","489","652","163"
"709","2719","218","435","217"
"710","1469","264","235","-29"
"711","4787","96","766","670"
"712","4859","680","777","97"
"713","2137","43","342","299"
"714","4234","762","677","-85"
"715","3591","646","575","-71"
"716","4043","647","647","0"
"717","1936","194","310","116"
"718","3969","79","635","556"
"719","2364","284","378","94"
"720","3413","341","546","205"
"721","1721","310","275","-35"
"722","1850","370","296","-74"
"723","1460","146","234","88"
"724","1776","284","284","0"
"725","1158","46","185","139"
"726","1049","42","168","126"
"727","3933","236","629","393"
"728","3494","210","559","349"
"729","4561","547","730","183"
"730","3663","366","586","220"
"731","3375","203","540","337"
"732","4975","896","796","-100"
"733","4996","899","799","-100"
"734","2310","92","370","278"
"735","4499","720","720","0"
"736","2087","83","334","251"
"737","4490","718","718","0"
"738","4869","195","779","584"
"739","4814","578","770","192"
"740","2123","382","340","-42"
"741","2669","374","427","53"
"742","4755","856","761","-95"
"743","1739","174","278","104"
"744","3516","633","563","-70"
"745","3789","152","606","454"
"746","3645","437","583","146"
"747","2979","119","477","358"
"748","4574","91","732","641"
"749","1506","120","241","121"
"750","1901","38","304","266"
"751","2531","253","405","152"
"752","1016","20","163","143"
"753","2639","369","422","53"
"754","4729","662","757","95"
"755","2591","466","415","-51"
"756","1071","43","171","128"
"757","1354","135","217","82"
"758","2383","238","381","143"
"759","4726","473","756","283"
"760","3815","687","610","-77"
"761","1986","159","318","159"
"762","3078","554","492","-62"
"763","1936","116","310","194"
"764","3174","317","508","191"
"765","1445","145","231","86"
"766","1338","187","214","27"
